level_id,mode,success,nodes,runtime,solution_len,calls_total,calls_uncached,deadlock_hits,comparable_states,hungarian_lt_gnn,hungarian_eq_gnn,gnn_lt_hungarian
sokoban_core/levels/letslogic_solved/0072_cosmac_01.txt#7,optimal_mix,True,1085,2.7534029483795166,10,6162,6158,1280,4878,4450,1,427
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#38,optimal_mix,True,22137,11.373764276504517,41,37034,37028,14071,22957,22948,2,7
sokoban_core/levels/letslogic_solved/0077_kokoban.txt#12,optimal_mix,True,14388,7.449306964874268,68,25178,25100,9770,15330,13881,2,1447
sokoban_core/levels/letslogic_solved/0067_puzzle.txt#93,optimal_mix,True,40586,32.848443031311035,16,83707,83588,12348,71240,71093,2,145
sokoban_core/levels/letslogic_solved/0082_scoria_01.txt#17,optimal_mix,True,331,0.14646100997924805,15,685,685,276,409,404,1,4
sokoban_core/levels/letslogic_solved/0082_scoria_01.txt#4,optimal_mix,True,163,0.08183097839355469,16,280,280,94,186,183,2,1
sokoban_core/levels/letslogic_solved/0082_scoria_01.txt#7,optimal_mix,True,446,0.22243523597717285,15,840,840,305,535,524,0,11
sokoban_core/levels/letslogic_solved/0084_scoria_03.txt#9,optimal_mix,True,22205,14.961755990982056,25,43438,43340,15627,27713,27643,1,69
sokoban_core/levels/letslogic_solved/0089_microban_03.txt#68,optimal_mix,True,166,0.0993189811706543,21,420,420,191,229,225,1,3
sokoban_core/levels/letslogic_solved/0089_microban_03.txt#77,optimal_mix,True,45,0.040567636489868164,11,114,114,22,92,92,0,0
sokoban_core/levels/letslogic_solved/0089_microban_03.txt#82,optimal_mix,True,108,0.10450100898742676,8,327,327,121,206,206,0,0
sokoban_core/levels/letslogic_solved/0089_microban_03.txt#95,optimal_mix,True,353,0.22103500366210938,20,797,797,336,461,459,1,1
sokoban_core/levels/letslogic_solved/0090_v2010.txt#44,optimal_mix,True,19645,9.98088002204895,41,31432,31392,10885,20507,20401,1,105
sokoban_core/levels/letslogic_solved/0090_v2010.txt#48,optimal_mix,True,2199,1.16019606590271,52,3605,3605,1227,2378,2373,0,5
sokoban_core/levels/letslogic_solved/0018_sasquatch_06.txt#19,optimal_mix,False,159507,180.00337100028992,-1,507769,507473,190499,316974,316660,0,314
